0,1558.0855741055063,1412.5049980535237,1438.7817676665136,1497.2313616003303,1494.7134540853028,1466.8430605827652
200,1875.072486447423,1920.9112331851766,1913.0496631932697,1914.8143495179945,1884.4927749925303,1950.2874735175665
400,1818.2552168090524,1908.605482786723,1948.4626930965537,1863.6578503799735,1878.6431391658746,1954.274211401545
600,1788.6053169967379,1910.4113848800741,1909.617545276961,1849.1898841612813,1912.980169887909,1961.22980381896
800,1834.635437011539,1910.5427881904423,1953.8130780643485,1811.1068955153721,1914.1894392959234,1962.1314801203134
1000,1862.0641567988926,1969.7398466683821,1952.4444564943074,1897.410054618641,1871.3638977161947,1934.079611383906
1200,1901.1085725421156,1897.6222299980254,1931.0733216558754,1902.4141930619824,1930.6265516828303,1950.7984885764495
1400,1743.3083305331927,1926.9982832226942,1940.61690322364,1884.1083048910523,1880.5996318011046,1942.4651630618093
1600,1870.181314461148,1948.7507880114258,1927.9856272277468,1892.117454406278,1925.6386196120193,1948.1444412633732
1800,1864.7320117860127,1860.4186351073658,1957.2586818217958,1820.751100190577,1966.113243518067,1960.0235414199938
2000,1877.3784949084134,1961.264897372833,1966.9841083236338,1884.5419449465728,1928.9055522614185,1930.5580085872218
2200,1871.556432976292,1959.937873716295,1936.3387503414867,1902.9240179659864,1892.3511763887745,1948.0072266737216
2400,1846.1639474950748,1925.3246266783547,1930.458797287987,1852.1514075203477,1899.722674975884,1941.8467803306244
2600,1847.300407979766,1937.997257036298,1962.2171478240125,1811.6911704603215,1909.4502983404116,1941.5985803143285
2800,1879.8406469729434,1915.938820917728,1941.2182754854673,1843.0479293995359,1898.098056361749,1952.100775092724
3000,1868.310165787393,1936.6440288672377,1949.4664904336864,1803.6625590998597,1872.1978576987754,1934.0145209024172
3200,1787.989722050847,1929.3173185109117,1923.8901186606922,1907.480180304319,1921.8864970166255,1935.4824890625546
3400,1813.1374638096734,1932.3103613219878,1947.7333249387254,1830.7207654016374,1904.9458683706184,1918.9220053832134
3600,1822.7118335665882,1895.1661055635793,1923.5815695981544,1745.3748088175385,1925.3342319752264,1936.9173253690665
3800,1874.408873712287,1924.4292111851778,1941.0459673419423,1882.6795550119966,1893.447689204699,1920.7415673993617
4000,1865.560739982162,1891.922359823323,1964.7911943477538,1786.0896920720445,1919.6047806866259,1964.3350354967824
4200,1783.0986161537674,1925.186782248219,1964.8514324830498,1778.890818780959,1932.5602316286768,1960.8494989900987
4400,1874.7500884992253,1914.5066754161892,1951.9949372938274,1823.776467285041,1915.7535348408219,1952.3022295677697
4600,1880.2006130927243,1909.8620783341516,1945.3838637232614,1879.6582281183387,1907.1845121748336,1941.1398126654772
4800,1814.2345934238906,1933.2892682270765,1952.9773068126547,1741.1488368213074,1904.2309792947522,1947.976415177934
5000,1908.0429596270585,1910.122415321483,1963.8838511320362,1800.3997053410887,1896.785284887876,1963.4634782630767
5200,1808.598735720257,1947.142309090507,1958.5807309921086,1847.1136731893444,1911.7558883990955,1944.5315038486262
5400,1856.6568697562802,1917.366097527643,1958.65589258608,1922.5459799331677,1903.385741297982,1956.427192628188
5600,1871.3365418734795,1907.6799647905952,1962.551852989273,1839.7263134259722,1927.6691134075932,1958.209547416697
5800,1899.6976525344933,1943.0062971883403,1956.958377782269,1871.9432240060669,1913.587438706571,1953.726437624522
6000,1787.6497456753036,1943.0506522796636,1959.4565702839004,1858.453249485462,1882.9794677700886,1946.8117506924712
6200,1869.8536832520467,1926.1724477926211,1958.1646401812354,1879.9844058945189,1957.3288689295418,1955.747140897078
6400,1864.7029554204448,1913.9215028488604,1960.8544734763238,1823.162861877274,1913.6255159582172,1937.545099935424
6600,1869.4503980910674,1904.6078568532118,1949.0861856048252,1869.6379828643865,1932.68475598987,1939.5730378464093
6800,1868.6270200195265,1916.8163253737864,1960.3639134996183,1748.2799110822173,1923.4450132080005,1938.564228172391
7000,1948.9188519475251,1939.8611327612814,1955.1243408169455,1876.195736369236,1964.7911943477538,1944.6582123285505
7200,1848.2500711232108,1931.826494217791,1926.157164988677,1908.6194426400323,1930.9883463803155,1887.9476820019784
7400,1793.6460161207563,1872.5231325175669,1950.3373552392532,1731.8932139355568,1923.4239171643137,1964.8613814555
7600,1918.4152278183533,1938.9445330012522,1962.212308628649,1931.8427630542467,1889.7607354432273,1952.9213507354448
7800,1779.0768301324258,1922.972857161757,1959.94284820252,1855.1693898001088,1913.2454938050564,1944.2784646369669
8000,1878.8470012839784,1943.7515615409716,1940.4495695663402,1875.6259851782281,1857.3408830755482,1921.332298482275
8200,1844.50750257328,1911.4144213058782,1935.3398742685617,1816.7374570425998,1917.7432334515345,1941.8516195259879
8400,1847.9242634178622,1907.345509759726,1949.926931342744,1877.2879578466889,1916.7128738191789,1940.2765311440155
8600,1900.5185875224827,1933.6695730559375,1950.778725922411,1882.8756493078013,1911.7040183083152,1943.8547331547775
8800,1853.5956788429673,1937.4601246598645,1941.0208227605196,1864.0103621413998,1944.2077203919432,1956.4172436557378
9000,1757.394927310127,1927.7722681887303,1941.5021261929137,1829.3646666166508,1885.353381360512,1932.6448232406333
9200,1749.5898149388186,1954.684635298054,1942.5327413716755,1880.1174135264464,1938.4133478471713,1942.0141139879245
9400,1803.2700148104198,1924.5189976528793,1968.7623163449182,1907.4024732039763,1896.60551557552,1957.7091737584028
9600,1871.4031831279256,1905.1242196108385,1949.5366775414327,1846.9637704247543,1864.3315182357644,1965.2718053520093
9800,1887.9099072401782,1928.324456283137,1954.2478090970146,1888.2688562334504,1863.5394379319519,1956.3821501018647
10000,1866.6976351476228,1901.2466994806452,1949.7562883634855,1896.9803135666796,1900.6946205993827,1923.0716959648928
10200,1892.9816634501217,1916.9156055910357,1961.7611242639025,1872.6858997495756,1939.4135430196209,1925.0683442800944
10400,1872.1803790773617,1911.504884258457,1961.7260307100298,1765.237254565014,1939.3133589842585,1960.7835939404385
10600,1823.212206484522,1907.0406973637753,1937.0505382086208,1900.7216527443966,1878.0104916805994,1934.6647738651066
10800,1891.6405157198226,1943.1344283752032,1943.2560270780411,1835.617680209987,1901.9891937285686,1921.1149193590932
11000,1838.5320150386474,1876.5162598926097,1955.4804738005112,1863.528751864389,1939.7843540989336,1951.128219255485
11200,1891.8855959790565,1907.8551381508562,1942.4836811435703,1878.6340145092574,1927.062131618613,1923.0576002252185
11400,1825.5203774543197,1898.9245951785067,1962.212308628649,1840.91384339669,1944.5080244314697,1937.0994952900703
11600,1836.8538563449629,1956.0116589545921,1949.456676752098,1775.9703259783707,1922.7371917269945,1959.5224753335606
11800,1816.1154151134945,1946.8826302283564,1951.3198600489422,1789.504350905508,1883.3965560699596,1945.0743031394238
12000,1819.814089600063,1930.889724362564,1945.8300736017827,1902.479090510403,1897.3529359151057,1964.8514324830498
12200,1827.5279812062051,1952.83140097366,1950.3332084720287,1865.8700033792163,1953.0222140481164,1955.9309657371182
12400,1875.083326659415,1942.7248419239602,1949.9620248966169,1824.778554987661,1925.36132648622,1948.4890954010841
12600,1840.9272561414043,1894.96398000749,1953.341158309436,1840.811167367757,1897.692367356743,1966.1483370719402
12800,1894.4199224844706,1899.6346078093084,1943.7472794828857,1799.5276684521075,1886.803081718834,1952.0240836253479
13000,1824.3297869663106,1956.9282587146213,1910.7051473615172,1869.811838505237,1889.2728981573516,1951.6194716603297
13200,1861.637136574839,1957.293775375669,1943.8716353635436,1827.8129080053943,1887.255885671974,1951.284766495069
