0,1500.4954908326938,1649.2264052399905,1641.004587343
200,2132.279303607183,2147.1983318470016,2122.4693284046075
400,2138.0015149350756,2062.933825738316,2139.1382413686465
600,2138.764082606176,2119.3941043923533,2168.4180546315592
800,2120.090553321165,2107.045110168073,2129.319924564553
1000,2112.0515498365867,2115.405204285301,2151.881548850493
1200,2136.5920629715188,2111.4015741308003,2173.680325435493
1400,2126.869232189583,2150.7361380071725,2133.0298612859724
1600,2089.261689207003,2088.0533487656126,2163.9478512303444
1800,2059.6288472236315,2111.783933023281,2145.263196643199
2000,2150.8536925866056,2143.7975040100405,2114.4361364300444
2200,2127.627944843408,2115.2116095943293,2146.311546643881
2400,2138.3615643189946,2133.7887797913127,2157.388563695897
2600,2140.809855732837,2123.311902636762,2178.4995095362033
2800,2103.0978487203092,2149.523678235779,2171.5551883807375
3000,2107.357726835261,2161.4861408509773,2115.7707247448584
3200,2126.8688750610027,2108.5041892327777,2129.96588752046
3400,2126.8688750610027,2089.5780309727593,2122.576557524604
3600,2129.5786015534436,2124.647085022483,2148.2496732565874
3800,2079.4078971291947,2127.7914365189094,2174.5912969543474
4000,2090.688218561102,2130.257687184504,2119.406814379231
4200,2050.10502234716,2152.2223719130166,2155.1719942513714
4400,2164.0753365416376,2075.748821785425,2131.215826649211
4600,2155.8936011970018,2129.0323951831865,2159.1666930684823
4800,2095.8035916897866,2152.511326512982,2102.0942040563277
5000,2130.1789917746787,2134.7936528163277,2127.577214318174
5200,2116.029851756002,2130.258776578657,2154.4409497340434
5400,2069.6542072811126,2115.911285470819,2141.341105691464
5600,2160.5751693321226,2151.1923096217865,2135.6734391274717
5800,2137.45059280014,2182.0711487934473,2099.83670178621
6000,2144.947467203267,2141.031984916356,2103.1446270238794
6200,2127.8439727935593,2138.3943289292893,2148.7756111544236
6400,2132.064440283416,2171.0196576971034,2125.5033950266543
6600,2121.704520200898,2174.5912969543474,2111.3433466858446
6800,2138.198659881495,2149.7980890363565,2150.0823807439097
7000,2132.558305538975,2114.2586076938082,2133.4380313113343
7200,2168.9659926900767,2172.3747275098217,2147.8950811651202
7400,2104.800259207849,2130.399112581697,2143.7574696946913
7600,2144.5455710913957,2127.5570600336805,2153.761371722235
7800,2087.7647552451717,2125.634172131588,2107.5936989626994
8000,2145.031474673882,2172.5376319473207,2106.1078502066744
8200,2120.6998662365013,2112.0103478354363,2106.3479933322346
8400,2111.6307852900563,2125.923894331194,2116.613562891348
8600,2162.7383323257263,2085.0917092500563,2140.8204649683503
8800,2102.1233914130075,2110.9090976200832,2146.5810418705796
9000,2149.523678235779,2129.5147294196,2095.451408708467
9200,2112.5690503435676,2115.680713606337,2148.7756111544236
9400,2135.497957827756,2136.8763546790715,2151.586936028603
9600,2124.204532419952,2107.38683278252,2136.560784729281
9800,2121.2942780449102,2084.0841235384573,2129.522196965365
10000,2111.689680475569,2168.8030882525777,2128.5278450548344
10200,2124.944692518524,2158.1462235630506,2124.2819263221136
10400,2131.1812355655748,2139.800796816429,2141.0548414535792
10600,2081.0084164309246,2170.543191686315,2175.1268276379815
10800,2073.0158512007056,2182.0711487934473,2123.965715136542
11000,2149.523678235779,2136.00208222115,2152.609413910536
11200,2013.7567973885502,2126.087386006695,2118.4366499664984
11400,2087.5479983373757,2144.763545632917,2118.827563922085
11600,2116.5432078879926,2132.6992098157925,2138.5861805017344
11800,2154.055916113025,2172.5376319473207,2105.2568735365808
12000,2066.86624077264,2116.0245396952114,2138.529368174886
12200,2147.58336546802,2140.8993619352345,2155.044969487224
12400,2072.2296886120407,2175.511861259,2114.469403698892
12600,2115.422688951464,2136.5325154947077,2135.6268014591037
12800,2142.2987240357957,2161.332829199276,2164.0753365416376
13000,2128.9458277494373,2149.523678235779,2159.8175094649696
13200,2099.517665539068,2116.5454767545734,2129.0750342838983
13400,2166.018378728223,2100.031275410852,2128.2167159032256
13600,2118.587242637131,2117.642261907323,2107.6128339241063
13800,2127.1496557843716,2117.512493456051,2122.2079242923023
14000,2080.352334422249,2173.8212297123105,2146.223640049101
14200,2099.811834412641,2166.018378728223,2168.277150354742
14400,2093.1332176488822,2105.805114809838,2158.148878078962
14600,2146.5810418705796,2113.098461089192,2085.638492132041
14800,2105.5999262508794,2141.482009968281,2147.8550468497715
15000,2097.286002796978,2066.5078191277707,2174.206263333329
15200,2161.101107229959,2115.407181516548,2147.8550468497715
15400,2050.2121255340494,2174.206263333329,2109.5279956154423
15600,2175.511861259,2081.079578041642,2125.380122603293
15800,2131.530595402796,2129.299068697554,2163.1643650227834
16000,2088.043194802151,2127.5510595154947,2117.7444056005393
16200,2116.9014399448124,2161.4861408509773,2161.7082700344963
16400,2127.8493316608615,2128.2108172969433,2150.468658965587
16600,2120.090553321165,2175.1268276379815,2173.8212297123105
16800,2122.0450198548033,2136.230091739237,2147.8950811651202
17000,2159.0724264600326,2090.967278014409,2160.190135711104
17200,2105.631833123025,2161.495733636775,2129.0919303498126
17400,2131.502911566193,2088.5060497432255,2130.5160245036463
17600,2114.9234830369332,2161.8807672577937,2144.064262485426
17800,2118.5219884017874,2139.1382413686465,2128.5973987422167
18000,2139.1984407163477,2143.4219079607205,2162.044843359108
18200,2140.733942886926,2159.432475843951,2170.634624076085
18400,2134.304021479264,2116.1939125941835,2172.5376319473207
18600,2122.1576372937157,2152.243397472017,2140.9560720704453
18800,2110.4374965653165,2161.8807672577937,2174.5912969543474
19000,2080.469104743666,2147.0947324667063,2163.154772236985
19200,2135.30675404153,2117.725636924822,2148.0551758726083
19400,2130.3806322095697,2118.263818279065,2143.9934783908802
19600,2144.947467203267,2152.9983194896217,2140.252324888521
19800,2100.112251481389,2112.7070304559393,2130.2904517947995
