0,64.0,60.0,61.0,58.0,60.0,64.0
200,69.0,76.0,67.0,78.0,77.0,74.0
400,80.0,76.0,74.0,70.0,92.0,77.0
600,74.0,81.0,80.0,76.0,87.0,84.0
800,89.0,85.0,74.0,81.0,82.0,78.0
1000,83.0,91.0,84.0,84.0,91.0,76.0
1200,87.0,85.0,94.0,82.0,93.0,80.0
1400,87.0,75.0,87.0,84.0,84.0,88.0
1600,86.0,82.0,80.0,90.0,88.0,84.0
1800,78.0,83.0,94.0,90.0,91.0,90.0
2000,91.0,88.0,89.0,85.0,86.0,92.0
2200,76.0,84.0,82.0,85.0,92.0,90.0
2400,85.0,91.0,94.0,84.0,90.0,94.0
2600,88.0,85.0,89.0,80.0,91.0,93.0
2800,82.0,92.0,84.0,86.0,94.0,94.0
3000,86.0,92.0,92.0,83.0,91.0,94.0
3200,81.0,87.0,94.0,81.0,94.0,89.0
3400,82.0,94.0,90.0,88.0,93.0,87.0
3600,81.0,93.0,92.0,80.0,94.0,79.0
3800,89.0,93.0,90.0,83.0,93.0,83.0
4000,76.0,94.0,89.0,86.0,93.0,92.0
4200,77.0,92.0,91.0,89.0,93.0,79.0
4400,77.0,92.0,94.0,87.0,94.0,90.0
4600,88.0,94.0,85.0,87.0,94.0,83.0
4800,82.0,92.0,93.0,90.0,89.0,94.0
5000,80.0,94.0,93.0,86.0,93.0,93.0
5200,80.0,90.0,94.0,84.0,89.0,94.0
5400,83.0,94.0,94.0,79.0,94.0,83.0
5600,84.0,93.0,94.0,88.0,94.0,86.0
5800,88.0,94.0,93.0,89.0,93.0,93.0
6000,88.0,89.0,94.0,84.0,94.0,94.0
6200,87.0,94.0,94.0,85.0,91.0,94.0
6400,82.0,94.0,94.0,82.0,94.0,91.0
6600,87.0,94.0,82.0,91.0,90.0,90.0
6800,89.0,93.0,94.0,89.0,92.0,94.0
7000,84.0,94.0,94.0,81.0,94.0,94.0
7200,89.0,92.0,94.0,77.0,93.0,94.0
7400,82.0,94.0,94.0,88.0,93.0,93.0
7600,93.0,92.0,94.0,76.0,94.0,93.0
7800,82.0,94.0,91.0,80.0,94.0,89.0
8000,80.0,94.0,94.0,88.0,93.0,94.0
8200,84.0,94.0,94.0,85.0,89.0,94.0
8400,92.0,92.0,88.0,83.0,93.0,94.0
8600,87.0,91.0,89.0,90.0,94.0,94.0
8800,86.0,94.0,94.0,87.0,93.0,94.0
9000,86.0,93.0,93.0,87.0,94.0,94.0
9200,86.0,90.0,94.0,83.0,93.0,94.0
9400,82.0,93.0,94.0,89.0,94.0,93.0
9600,84.0,93.0,92.0,92.0,94.0,94.0
9800,87.0,93.0,94.0,90.0,94.0,94.0
10000,86.0,94.0,93.0,89.0,94.0,91.0
10200,83.0,94.0,94.0,84.0,93.0,93.0
10400,90.0,92.0,94.0,88.0,92.0,93.0
10600,91.0,94.0,94.0,87.0,94.0,94.0
10800,87.0,94.0,94.0,91.0,94.0,94.0
11000,91.0,93.0,94.0,85.0,93.0,94.0
11200,80.0,94.0,94.0,87.0,92.0,94.0
11400,84.0,92.0,94.0,86.0,94.0,94.0
11600,83.0,94.0,94.0,85.0,94.0,94.0
11800,80.0,93.0,94.0,81.0,93.0,94.0
12000,76.0,92.0,94.0,87.0,93.0,94.0
12200,84.0,92.0,94.0,85.0,94.0,94.0
12400,84.0,94.0,94.0,94.0,94.0,94.0
12600,85.0,93.0,94.0,80.0,93.0,94.0
12800,90.0,92.0,93.0,87.0,94.0,94.0
13000,86.0,91.0,94.0,82.0,91.0,94.0
13200,84.0,94.0,94.0,86.0,94.0,94.0
13400,86.0,94.0,94.0,85.0,94.0,94.0
13600,85.0,90.0,94.0,90.0,91.0,94.0
13800,81.0,91.0,94.0,92.0,94.0,94.0
14000,79.0,93.0,94.0,87.0,93.0,94.0
14200,87.0,94.0,94.0,82.0,94.0,94.0
14400,87.0,94.0,94.0,88.0,94.0,94.0
14600,87.0,93.0,94.0,80.0,94.0,94.0
14800,89.0,94.0,94.0,90.0,94.0,94.0
15000,83.0,91.0,94.0,89.0,93.0,93.0
15200,87.0,93.0,92.0,79.0,94.0,94.0
15400,84.0,94.0,94.0,89.0,94.0,94.0
15600,84.0,93.0,94.0,87.0,94.0,94.0
15800,88.0,94.0,94.0,90.0,94.0,94.0
16000,79.0,93.0,94.0,88.0,93.0,94.0
16200,90.0,94.0,92.0,79.0,94.0,94.0
16400,90.0,93.0,94.0,87.0,91.0,93.0
16600,86.0,92.0,94.0,85.0,94.0,94.0
16800,81.0,93.0,94.0,88.0,90.0,94.0
17000,86.0,92.0,94.0,83.0,92.0,93.0
17200,84.0,93.0,94.0,86.0,92.0,94.0
17400,82.0,94.0,94.0,88.0,90.0,94.0
17600,81.0,90.0,94.0,90.0,94.0,94.0
17800,88.0,92.0,94.0,87.0,93.0,92.0
18000,79.0,94.0,93.0,78.0,92.0,92.0
18200,84.0,93.0,94.0,82.0,94.0,94.0
18400,76.0,91.0,94.0,79.0,94.0,93.0
18600,85.0,94.0,94.0,84.0,93.0,93.0
18800,85.0,93.0,94.0,85.0,94.0,94.0
19000,89.0,90.0,94.0,85.0,93.0,94.0
19200,80.0,94.0,93.0,90.0,91.0,91.0
19400,84.0,94.0,94.0,88.0,92.0,93.0
19600,87.0,92.0,94.0,86.0,93.0,94.0
19800,85.0,94.0,94.0,92.0,94.0,94.0
